data,classificacao,tipo,noticia
27/02/2025,1,preservação e conservação,"Jabuti resgatado após ficar anos preso embaixo de piso está de quarentena e vai passar por exames, diz veterinária. O animal foi resgatado na segunda-feira (17) e será observado pelos veterinários do Naturatins que irão determinar se ele poderá ser solto na natureza ou não. O jabuti foi encontrado em Itacajá"
27/02/2025,1,tecnologia e inovação,"Cemaden lança novo sistema para aprimorar a previsão de deslizamentos de terra no Brasil. Lançamento da ferramenta aconteceu nesta segunda-feira (17) em um evento em São José dos Campos (SP) com a presença dos ministros Luciana Santos e Jader Filho"
27/02/2025,0,políticas ambientais,"Em evento com Lula, presidente da Petrobras defende exploração na Foz do Amazonas. 'Faremos tudo de forma extremamente segura', disse Magda Chambriard, afirmando que a estatal planeja aumentar a produção de petróleo até 2030 e precisa 'urgente' de uma reposição de reservas"
27/02/2025,0,mudanças climáticas,"Por que o chocolate enfrenta uma ameaça existencial. Os preços do chocolate dispararam em meio a condições climáticas muito secas na África e no Brasil, em um sintoma da crescente desertificação de terras alimentada pelas mudanças climáticas"
27/02/2025,1,tecnologia e inovação,"O pequeno inseto com grande apetite que transforma resíduos orgânicos em fertilizante sustentável. Produtores agrícolas de todo o mundo começam a observar os benefícios do uso do biofertilizante produzido pela larva da mosca-soldado-negro"
27/02/2025,0,poluição,"Capivaras 'verdes' são flagradas em reservatório na Argentina - veja VÍDEO. Episódio aconteceu na província de Entre Ríos, onde a proliferação de cianobactérias tingiu os animais. Autoridades locais alertam para riscos à saúde e impacto ambiental do fenômeno"
27/02/2025,0,políticas ambientais,"Lula critica Trump por falta de 'compromisso' com o clima. 'Acho que ele nem vai vir a Belém', disse durante evento sobre COP 30, lembrando que Trump retirou os EUA do Acordo de Paris"
27/02/2025,0,desastres,"Imagens de satélite mostram ilha no Pacífico crescendo com erupção vulcânica. Expansão foi registrada por satélites Landsat da Nasa durante a última fase de atividade vulcânica da ilha de Home Reef entre dezembro e janeiro"
27/02/2025,0,políticas ambientais,"Comportamento de Trump dificulta compromisso de países ricos com a crise climática, diz Lula. Brasil voltará a cobrar na COP 30 que países ricos financiem preservação ambiental no resto do mundo. Trump retirou EUA do Acordo de Paris e quer incentivar uso de canudos plásticos"
27/02/2025,0,mudanças climáticas,"Calor recorde de janeiro indica perda de influência do La Niña sobre o aquecimento global. Professor de Ciências Climáticas discute como o aquecimento desenfreado dos oceanos tem intensificado o aquecimento global"
27/02/2025,0,mudanças climáticas,"Temperaturas até 7°C acima da média e 10 dias de calor intenso: veja como será nova onda de calor. Fenômeno começa nesta quarta-feira (12) e deve atingir principalmente as regiões Sudeste, Centro-Oeste e Nordeste"
27/02/2025,0,políticas ambientais,"Chefe do Ibama lamenta ato de Trump que suspende capacitação de agentes, mas frisa que medida não afeta verba contra incêndios. Rodrigo Agostinho disse que cooperação entre os países era 'importante' porque Brasil e EUA têm sofrido com queimadas"
27/02/2025,0,políticas ambientais,"Decreto de Trump suspende parceria EUA-Brasil financiada pela USAID para combate a incêndios florestais. Acordo existe desde 2021 e treinou mais de 3 mil brigadistas para manejo florestal e prevenção do fogo"
27/02/2025,0,secas,"Como a seca ameaça a pesca do pirarucu na Amazônia. Ciência tenta entender o impacto do fenômeno sobre um dos maiores peixes de água doce do mundo e sobre quem depende dele. Comunidades ribeirinhas ajudaram a salvar a espécie mas agora enfrentam dificuldades"
27/02/2025,0,poluição,"Como havia prometido, Trump assina ordem executiva incentivando o uso de canudos de plástico. Presidente dos EUA havia criticado incentivos 'ridículos' da gestão Biden aos canudos de papel"
28/01/2025,0,hídrica,"Mais da metade dos rios do Brasil está sob 'pressão' e com vazão em risco, aponta estudo sobre nível de poços. Pesquisa que analisou quase 18 mil poços mostrou que 55,4% apresentaram níveis de água abaixo da superfície dos rios"
28/01/2025,0,incêndios,"Planície alagada em chamas, seca recorde e incêndios em SP: como o calor extremo afetou regiões do país. Levantamento mostra que seis milhões de pessoas estiveram expostas a calor extremo por até cinco meses em 2024"
28/01/2025,1,políticas ambientais,"COP30: Lula avalia criar cargo especial para combater o negacionismo climático. Principal cotado é Frederico Assis, assessor de Celso Amorim. Novo cargo estará subordinado ao presidente da conferência do clima André Corrêa do Lago"
28/01/2025,0,mudanças climáticas,"Ártico pode ficar irreconhecível até 2100 e efeitos serão devastadores, aponta estudo. Previsão vem de pesquisa publicada na revista 'Science' que afirma que mesmo com redução de emissões, transformações drásticas aconteceriam na região"
28/01/2025,0,poluição,"'DE VOLTA AO PLÁSTICO': Trump diz que vai assinar decreto pra acabar com incentivo 'ridículo' de Biden aos canudos de papel. Presidente dos EUA anunciou a medida em sua rede social"
28/01/2025,0,biodiversidade,"102 cobras venenosas são encontradas no quintal de casa na Austrália. Cobras-negras grávidas de barriga vermelha podem se reunir por falta de habitat adequado devido ao clima quente em Sydney, que pode ter desencadeado o parto"
27/02/2025,0,políticas ambientais,"Comportamento de Trump dificulta compromisso de países ricos com a crise climática, diz Lula. Brasil voltará a cobrar na COP 30 que países ricos financiem preservação ambiental no resto do mundo. Trump retirou EUA do Acordo de Paris e quer incentivar uso de canudos plásticos"
27/02/2025,0,mudanças climáticas,"Calor recorde de janeiro indica perda de influência do La Niña sobre o aquecimento global. Professor de Ciências Climáticas discute como o aquecimento desenfreado dos oceanos tem intensificado o aquecimento global"
27/02/2025,0,políticas ambientais,"Chefe do Ibama lamenta ato de Trump que suspende capacitação de agentes, mas frisa que medida não afeta verba contra incêndios. Rodrigo Agostinho disse que cooperação entre os países era 'importante' porque Brasil e EUA têm sofrido com queimadas"
27/02/2025,0,políticas ambientais,"Decreto de Trump suspende parceria EUA-Brasil financiada pela USAID para combate a incêndios florestais. Acordo existe desde 2021 e treinou mais de 3 mil brigadistas para manejo florestal e prevenção do fogo"
27/02/2025,0,secas,"Como a seca ameaça a pesca do pirarucu na Amazônia. Ciência tenta entender o impacto do fenômeno sobre um dos maiores peixes de água doce do mundo e sobre quem depende dele. Comunidades ribeirinhas ajudaram a salvar a espécie mas agora enfrentam dificuldades"
27/02/2025,0,poluição,"Como havia prometido, Trump assina ordem executiva incentivando o uso de canudos de plástico. Presidente dos EUA havia criticado incentivos 'ridículos' da gestão Biden aos canudos de papel"
28/01/2025,0,hídrica,"Mais da metade dos rios do Brasil está sob 'pressão' e com vazão em risco, aponta estudo sobre nível de poços. Pesquisa que analisou quase 18 mil poços mostrou que 55,4% apresentaram níveis de água abaixo da superfície dos rios"
28/01/2025,0,incêndios,"Planície alagada em chamas, seca recorde e incêndios em SP: como o calor extremo afetou regiões do país. Levantamento mostra que seis milhões de pessoas estiveram expostas a calor extremo por até cinco meses em 2024"
28/01/2025,1,políticas ambientais,"COP30: Lula avalia criar cargo especial para combater o negacionismo climático. Principal cotado é Frederico Assis, assessor de Celso Amorim. Novo cargo estará subordinado ao presidente da conferência do clima André Corrêa do Lago"
28/01/2025,0,mudanças climáticas,"Ártico pode ficar irreconhecível até 2100 e efeitos serão devastadores, aponta estudo. Previsão vem de pesquisa publicada na revista 'Science' que afirma que mesmo com redução de emissões, transformações drásticas aconteceriam na região"
28/01/2025,0,poluição,"'DE VOLTA AO PLÁSTICO': Trump diz que vai assinar decreto pra acabar com incentivo 'ridículo' de Biden aos canudos de papel. Presidente dos EUA anunciou a medida em sua rede social"
28/01/2025,0,políticas ambientais,"O Assunto #1402 Margem Equatorial: o impasse sobre o petróleo. Desde 2020 a Petrobras tenta junto ao Ibama uma licença para estudar o potencial de exploração de petróleo na região - faixa de 2200 km entre Amapá e Rio Grande do Norte"
28/01/2025,0,mudanças climáticas,"Primeiro mês de 2025 foi o janeiro mais quente da história. Especialistas esperavam que com La Niña, que resfria os oceanos, a temperatura fosse diminuir e frear o recorde que vem sendo quebrado há 18 meses. Isso não aconteceu e a crescente alta das temperaturas é um alerta para as mudanças climáticas"
28/01/2025,0,mudanças climáticas,"Sede da COP30: Pará tem o maior número de cidades que enfrentaram extremo de calor no país em 2024. Em 2024, Melgaço e Belém no Pará sofreram com os maiores períodos de calor extremo no Brasil. Melgaço (com o pior IDH do país) teve 228 dias de calor extremo e Belém registrou 212 dias"
28/01/2025,0,mudanças climáticas,"Isolada, sem água e energia: como a cidade de Melgaço sobreviveu ao maior extremo de calor de 2024. Levantamento feito a pedido do g1 pelo Cemaden com dados do Inpe mostra impactos severos do calor extremo em comunidades vulneráveis"
28/01/2025,0,mudanças climáticas,"Exclusivo: 6 milhões de brasileiros viveram 5 meses sob calor extremo em 2024 - veja mapa. Levantamento mostra que 111 cidades tiveram mais de 150 dias de temperaturas máximas acima do visto em anos recentes. Impacto foi maior no Norte do Brasil"
28/01/2025,0,políticas ambientais,"Após pedido de Alcolumbre, Ibama diz que exploração de petróleo na Foz do Amazonas passa por análise sem data para resposta. Novo presidente do Congresso, Davi Alcolumbre, fez pedido a Lula. Ibama tem defendido que área é sensível e precisa ser rigoroso na análise"
28/01/2025,0,biodiversidade,"Araucária 'isolada' no meio de avenida do PR seca e morre 11 anos após região ser asfaltada. Árvore centenária ameaçada de extinção não conseguiu absorver água, segundo secretário municipal. Espécie era cartão-postal de Pato Branco"
28/01/2025,0,mudanças climáticas,"Ultrapassar 'limite seguro' do Acordo de Paris pode triplicar áreas de calor extremo, alerta estudo. África Subsaariana e o sul da Ásia são as regiões que correm mais risco. Desde 2000, mais de 260 mil mortes relacionadas ao calor foram registradas globalmente"
28/01/2025,0,biodiversidade,"Como a vida selvagem sobrevive após incêndios florestais. O maior risco para a vida selvagem é após o incêndio, mas muitas espécies evoluíram para aproveitar as oportunidades criadas por outras"
